performance_id,student_id,course_id,semester,attendance_score,participation_score,homework_score,behavior_score,total_performance_score,teacher_comments,learning_attitude,discipline
941,86,6,第一学期,94.2,93.9,,93.3,92.5,学习态度认真，成绩稳步提升。,良好,优秀
942,86,7,第一学期,92.9,84.4,54.3,81.9,78.4,学习进步明显，继续努力。,优秀,优秀
943,86,8,第二学期,94.8,45.4,60.3,90.6,72.8,学习进步明显，继续努力。,良好,良好
944,86,9,第二学期,97.2,98.4,93.7,80.0,92.3,作业完成认真，值得表扬。,一般,良好
945,86,10,第一学期,92.3,41.2,72.0,87.8,73.3,学习态度认真，成绩稳步提升。,良好,优秀
946,86,13,第一学期,98.9,,55.7,63.7,79.3,学习进步明显，继续努力。,优秀,优秀
947,87,1,第二学期,98.0,80.9,55.0,85.2,79.8,需要提高作业质量。,一般,优秀
948,87,2,第二学期,72.8,88.9,87.9,65.3,78.7,学习进步明显，继续努力。,一般,优秀
949,87,3,第二学期,91.1,,64.0,75.2,67.0,,一般,优秀
950,87,4,第二学期,89.3,44.2,81.0,64.3,69.7,学习进步明显，继续努力。,较差,良好
951,87,5,第一学期,99.4,89.4,64.7,90.7,86.0,需要提高作业质量。,优秀,良好
952,87,6,第一学期,78.0,90.8,75.4,93.5,84.4,需要提高作业质量。,良好,优秀
953,87,7,第一学期,96.8,,81.8,75.4,77.4,课堂发言积极，思维活跃。,良好,优秀
954,87,8,第一学期,75.1,90.7,75.3,97.4,84.6,需要加强课堂参与度。,一般,一般
955,87,9,第二学期,82.9,59.7,58.0,75.1,68.9,学习进步明显，继续努力。,一般,优秀
956,87,10,第二学期,73.8,41.3,76.7,90.5,70.6,学习进步明显，继续努力。,良好,优秀
957,87,13,第二学期,90.5,33.8,73.3,83.0,70.2,课堂发言积极，思维活跃。,优秀,一般
958,88,1,第一学期,90.8,86.7,58.0,66.8,75.6,需要加强课堂参与度。,优秀,优秀
959,88,2,第二学期,95.0,71.9,,95.7,84.9,课堂发言积极，思维活跃。,良好,一般
960,88,3,第二学期,95.6,70.4,75.9,77.3,79.8,课堂表现良好，积极参与讨论。,良好,优秀
961,88,4,第一学期,77.1,49.3,,98.6,78.8,学习态度认真，成绩稳步提升。,优秀,优秀
962,88,5,第一学期,71.8,99.6,,91.1,89.5,作业完成认真，值得表扬。,优秀,一般
963,88,6,第一学期,94.4,80.7,64.3,93.6,83.2,学习态度认真，成绩稳步提升。,一般,优秀
964,88,7,第一学期,97.9,84.3,70.7,86.1,84.8,需要加强课堂参与度。,良好,良好
965,88,8,第一学期,70.9,34.9,56.7,91.6,63.5,作业完成认真，值得表扬。,一般,良好
966,88,9,第二学期,94.1,59.8,90.9,90.2,83.8,课堂纪律良好，表现稳定。,优秀,良好
967,88,10,第二学期,98.0,34.9,90.3,74.5,74.4,课堂发言积极，思维活跃。,良好,优秀
968,88,13,第二学期,83.8,35.8,96.1,61.9,69.4,学习进步明显，继续努力。,良好,良好
969,89,1,第一学期,94.0,31.0,96.0,87.1,77.0,,优秀,优秀
970,89,2,第二学期,82.6,60.1,90.1,70.5,75.8,课堂发言积极，思维活跃。,良好,良好
971,89,3,第二学期,89.4,97.0,91.0,88.4,91.4,课堂纪律良好，表现稳定。,良好,一般
972,89,4,第一学期,96.4,41.3,95.9,87.4,80.2,作业完成认真，值得表扬。,优秀,优秀
973,89,5,第一学期,73.7,52.3,90.8,66.1,70.7,,优秀,优秀
974,89,6,第二学期,98.1,53.1,51.9,65.1,67.0,,良好,良好
975,89,7,第一学期,70.8,44.7,72.2,86.6,68.6,学习态度认真，成绩稳步提升。,一般,良好
976,89,8,第二学期,88.9,38.7,56.1,64.2,62.0,课堂纪律良好，表现稳定。,较差,优秀
977,89,9,第一学期,95.4,84.9,86.1,61.2,81.9,课堂纪律良好，表现稳定。,优秀,一般
978,89,10,第二学期,94.3,60.2,53.8,99.2,76.9,课堂纪律良好，表现稳定。,较差,优秀
979,89,13,第二学期,80.3,78.2,50.5,95.6,76.2,课堂纪律良好，表现稳定。,较差,良好
980,90,1,第二学期,93.8,54.1,58.5,74.7,70.3,需要提高作业质量。,良好,优秀
981,90,2,第一学期,76.9,75.5,57.8,90.4,75.2,课堂发言积极，思维活跃。,较差,良好
982,90,3,第一学期,76.9,98.8,60.4,89.4,81.4,需要加强课堂参与度。,良好,优秀
983,90,4,第二学期,93.7,62.2,69.7,77.3,75.7,课堂表现良好，积极参与讨论。,一般,优秀
984,90,5,第二学期,86.0,90.3,85.7,65.6,81.9,学习进步明显，继续努力。,一般,一般
985,90,6,第一学期,71.8,61.0,52.5,72.2,64.4,课堂纪律良好，表现稳定。,优秀,优秀
986,90,7,第一学期,99.2,33.1,57.6,88.8,69.7,,优秀,良好
987,90,8,第一学期,73.6,82.9,50.6,96.8,76.0,课堂表现良好，积极参与讨论。,良好,优秀
988,90,9,第二学期,99.3,,50.7,60.3,74.3,课堂表现良好，积极参与讨论。,优秀,一般
989,90,10,第一学期,98.8,58.8,69.9,68.5,74.0,作业完成认真，值得表扬。,良好,良好
990,90,13,第一学期,99.5,92.4,56.2,74.8,80.7,需要加强课堂参与度。,良好,优秀
991,91,1,第一学期,70.7,40.3,67.9,69.7,62.2,课堂表现良好，积极参与讨论。,良好,一般
992,91,2,第二学期,98.3,40.3,83.2,83.8,76.4,需要加强课堂参与度。,良好,良好
993,91,3,第二学期,86.6,32.7,88.3,94.8,75.6,学习进步明显，继续努力。,较差,优秀
994,91,4,第一学期,88.0,79.5,63.0,94.0,81.1,课堂发言积极，思维活跃。,良好,优秀
995,91,5,第二学期,75.6,74.9,77.9,89.7,79.5,,优秀,一般
996,91,6,第一学期,85.6,52.4,82.8,93.3,78.5,课堂纪律良好，表现稳定。,良好,优秀
997,91,7,第一学期,88.1,74.9,93.2,61.6,79.5,课堂纪律良好，表现稳定。,良好,优秀
998,91,8,第二学期,80.7,89.1,98.6,65.4,83.4,需要提高作业质量。,良好,一般
999,91,9,第二学期,92.7,34.2,88.7,71.6,71.8,需要加强课堂参与度。,良好,优秀
1000,91,10,第二学期,85.1,51.5,,95.5,80.1,学习态度认真，成绩稳步提升。,一般,优秀
1001,91,13,第二学期,95.2,41.6,56.5,69.0,65.6,,良好,一般
1002,92,1,第一学期,77.9,81.6,97.6,91.6,87.2,作业完成认真，值得表扬。,较差,优秀
1003,92,2,第二学期,84.6,90.6,81.2,76.9,83.3,课堂纪律良好，表现稳定。,较差,优秀
1004,92,3,第一学期,73.2,86.4,64.4,96.5,80.1,学习态度认真，成绩稳步提升。,良好,良好
1005,92,4,第二学期,85.7,40.6,58.6,97.9,70.7,课堂纪律良好，表现稳定。,优秀,良好
1006,92,5,第一学期,87.8,,61.8,76.3,76.8,学习进步明显，继续努力。,较差,一般
1007,92,6,第一学期,82.5,37.2,52.0,98.7,67.6,课堂纪律良好，表现稳定。,良好,一般
1008,92,7,第二学期,95.0,30.6,70.7,97.8,73.5,学习态度认真，成绩稳步提升。,较差,一般
1009,92,8,第二学期,97.2,85.9,80.4,88.5,88.0,需要加强课堂参与度。,较差,优秀
1010,92,9,第一学期,77.1,73.1,79.1,98.3,81.9,课堂表现良好，积极参与讨论。,良好,良好
1011,92,10,第二学期,85.9,92.4,50.7,62.6,72.9,需要提高作业质量。,一般,良好
1012,92,13,第一学期,83.1,54.4,73.2,89.7,75.1,需要提高作业质量。,一般,良好
1013,93,1,第二学期,98.0,35.9,81.4,93.6,77.2,学习进步明显，继续努力。,良好,优秀
1014,93,2,第二学期,85.9,34.6,53.7,93.4,66.9,需要加强课堂参与度。,较差,一般
1015,93,3,第二学期,92.1,83.2,65.7,69.1,77.5,作业完成认真，值得表扬。,较差,良好
1016,93,4,第一学期,77.2,35.2,87.5,70.4,67.6,课堂表现良好，积极参与讨论。,良好,良好
1017,93,5,第二学期,99.9,49.2,52.1,82.8,71.0,需要提高作业质量。,良好,优秀
1018,93,6,第一学期,94.4,70.6,,75.8,81.2,学习态度认真，成绩稳步提升。,较差,优秀
1019,93,7,第二学期,92.9,76.7,63.8,95.5,82.2,课堂表现良好，积极参与讨论。,一般,优秀
1020,93,8,第二学期,93.1,77.9,92.9,64.2,82.0,学习进步明显，继续努力。,优秀,一般
1021,93,9,第二学期,76.3,50.1,53.5,92.1,68.0,作业完成认真，值得表扬。,优秀,优秀
1022,93,10,第二学期,98.3,71.8,95.1,63.5,82.2,需要加强课堂参与度。,优秀,优秀
1023,93,13,第二学期,78.0,98.2,69.2,98.8,86.0,课堂发言积极，思维活跃。,优秀,优秀
1024,94,1,第一学期,78.1,32.7,54.4,91.9,64.3,需要加强课堂参与度。,较差,优秀
1025,94,2,第二学期,72.7,84.7,50.3,96.5,76.0,课堂表现良好，积极参与讨论。,优秀,良好
1026,94,3,第二学期,75.4,53.7,97.2,91.5,79.5,课堂纪律良好，表现稳定。,良好,优秀
1027,94,4,第一学期,91.5,68.7,51.1,84.5,73.9,学习态度认真，成绩稳步提升。,良好,一般
1028,94,5,第一学期,73.8,91.2,65.2,95.0,81.3,课堂发言积极，思维活跃。,较差,优秀
1029,94,6,第一学期,88.9,92.1,56.7,62.0,74.9,课堂发言积极，思维活跃。,一般,优秀
1030,94,7,第一学期,96.2,63.4,,66.4,75.3,学习进步明显，继续努力。,较差,良好
1031,94,8,第一学期,85.3,82.6,85.1,99.4,88.1,课堂发言积极，思维活跃。,较差,优秀
1032,94,9,第一学期,96.9,,,93.1,91.5,学习进步明显，继续努力。,良好,优秀
1033,94,10,第二学期,77.6,99.5,66.4,89.3,83.2,学习进步明显，继续努力。,一般,优秀
1034,94,13,第二学期,82.3,46.7,53.9,89.6,68.1,,良好,良好
1035,95,1,第一学期,72.6,86.0,72.7,65.0,74.1,课堂表现良好，积极参与讨论。,较差,一般
1036,95,2,第一学期,99.0,90.7,,97.7,89.7,,优秀,一般
1037,95,3,第一学期,70.5,64.2,51.0,69.0,63.7,,较差,优秀
1038,95,4,第二学期,99.7,78.5,,84.1,84.4,课堂发言积极，思维活跃。,较差,优秀
1039,95,5,第一学期,96.9,59.9,81.5,98.4,84.2,学习态度认真，成绩稳步提升。,良好,良好
1040,95,6,第二学期,84.5,68.7,,95.9,75.2,课堂表现良好，积极参与讨论。,优秀,优秀
1041,95,7,第一学期,85.0,,,96.2,85.8,课堂发言积极，思维活跃。,一般,良好
1042,95,8,第二学期,93.7,83.3,80.1,73.8,82.7,需要加强课堂参与度。,良好,优秀
1043,95,9,第一学期,82.6,49.5,,93.4,75.9,学习态度认真，成绩稳步提升。,一般,优秀
1044,95,10,第一学期,74.4,77.7,88.2,70.5,77.7,学习态度认真，成绩稳步提升。,优秀,一般
1045,95,13,第二学期,83.9,,96.1,63.4,83.3,需要提高作业质量。,良好,良好
1046,96,1,第二学期,80.1,92.1,78.9,72.2,80.8,课堂发言积极，思维活跃。,较差,优秀
1047,96,2,第一学期,74.3,75.0,63.3,72.9,71.4,,良好,良好
1048,96,3,第一学期,74.2,47.5,,67.4,68.0,学习态度认真，成绩稳步提升。,良好,优秀
1049,96,4,第一学期,84.5,52.5,,99.2,82.0,学习态度认真，成绩稳步提升。,良好,一般
1050,96,5,第一学期,74.1,95.8,,87.6,80.9,需要提高作业质量。,良好,优秀
1051,96,6,第二学期,93.3,55.9,83.6,87.4,80.0,需要加强课堂参与度。,一般,优秀
1052,96,7,第二学期,87.4,97.2,55.7,98.9,84.8,作业完成认真，值得表扬。,较差,优秀
1053,96,8,第一学期,99.6,31.5,59.5,81.1,67.9,作业完成认真，值得表扬。,优秀,良好
1054,96,9,第一学期,85.5,,59.9,68.8,69.3,需要提高作业质量。,优秀,良好
1055,96,10,第二学期,74.6,59.1,80.3,64.2,69.5,课堂发言积极，思维活跃。,较差,一般
1056,96,13,第一学期,93.6,79.1,91.1,99.6,90.8,作业完成认真，值得表扬。,良好,良好
1057,97,1,第二学期,84.7,74.2,89.2,88.3,84.1,课堂表现良好，积极参与讨论。,较差,一般
1058,97,2,第二学期,93.1,89.6,78.9,76.0,84.4,学习态度认真，成绩稳步提升。,优秀,良好
1059,97,3,第一学期,79.1,75.5,54.7,63.2,68.1,课堂发言积极，思维活跃。,良好,一般
1060,97,4,第一学期,89.0,81.8,59.9,95.2,81.5,课堂表现良好，积极参与讨论。,一般,优秀
1061,97,5,第一学期,79.3,61.5,59.8,84.6,71.3,作业完成认真，值得表扬。,较差,优秀
1062,97,6,第一学期,83.9,37.3,50.0,83.1,63.6,需要提高作业质量。,一般,良好
1063,97,7,第二学期,97.1,72.0,60.6,95.7,81.3,课堂纪律良好，表现稳定。,良好,一般
1064,97,8,第一学期,98.6,90.4,54.8,85.9,82.4,作业完成认真，值得表扬。,良好,良好
1065,97,9,第一学期,78.0,35.3,77.5,65.2,64.0,,良好,优秀
1066,97,10,第二学期,70.2,70.4,100.0,98.6,84.8,学习进步明显，继续努力。,一般,优秀
1067,97,13,第二学期,72.0,58.0,65.7,64.7,65.1,需要加强课堂参与度。,良好,良好
1068,98,1,第二学期,83.3,33.0,65.3,63.6,61.3,课堂纪律良好，表现稳定。,一般,优秀
1069,98,2,第二学期,87.6,98.1,63.9,70.8,80.1,需要提高作业质量。,良好,优秀
1070,98,3,第一学期,90.3,47.3,77.3,92.6,76.9,需要加强课堂参与度。,优秀,良好
1071,98,4,第二学期,72.7,59.0,,74.4,64.9,需要提高作业质量。,良好,一般
1072,98,5,第一学期,80.2,74.0,,68.2,71.3,作业完成认真，值得表扬。,一般,优秀
1073,98,6,第一学期,92.7,31.9,86.3,92.3,75.8,需要加强课堂参与度。,优秀,一般
1074,98,7,第二学期,86.2,59.8,53.5,89.2,72.2,学习进步明显，继续努力。,较差,优秀
1075,98,8,第二学期,79.5,,58.2,70.3,74.5,需要提高作业质量。,较差,良好
1076,98,9,第一学期,82.9,80.0,,94.9,88.2,课堂表现良好，积极参与讨论。,优秀,优秀
1077,98,10,第二学期,97.9,84.8,86.1,91.9,90.2,课堂表现良好，积极参与讨论。,良好,良好
1078,98,13,第二学期,89.0,89.2,55.4,86.1,79.9,,良好,良好
1079,99,1,第一学期,71.6,96.1,75.7,84.2,81.9,需要提高作业质量。,良好,优秀
1080,99,2,第二学期,80.2,91.2,68.6,61.8,75.5,课堂发言积极，思维活跃。,较差,优秀
1081,99,3,第二学期,85.3,66.4,78.4,77.5,76.9,学习态度认真，成绩稳步提升。,优秀,优秀
1082,99,4,第一学期,84.5,88.9,66.4,81.0,80.2,学习进步明显，继续努力。,一般,良好
1083,99,5,第一学期,78.7,,92.4,86.1,84.3,学习态度认真，成绩稳步提升。,一般,优秀
1084,99,6,第一学期,75.4,55.2,98.2,100.0,82.2,需要提高作业质量。,一般,优秀
1085,99,7,第二学期,99.9,69.3,74.7,87.1,82.8,作业完成认真，值得表扬。,良好,优秀
1086,99,8,第一学期,79.3,52.3,84.9,73.4,72.5,课堂发言积极，思维活跃。,良好,一般
1087,99,9,第一学期,95.8,91.8,93.6,90.3,92.9,需要提高作业质量。,良好,一般
1088,99,10,第二学期,84.4,87.9,73.8,78.0,81.0,作业完成认真，值得表扬。,良好,良好
1089,99,13,第二学期,79.7,,51.4,92.6,76.1,学习态度认真，成绩稳步提升。,良好,优秀
1090,100,1,第一学期,82.0,96.5,87.0,92.7,89.5,需要提高作业质量。,一般,优秀
1091,100,2,第二学期,94.1,35.4,51.3,78.5,64.8,课堂发言积极，思维活跃。,良好,一般
1092,100,3,第二学期,87.7,73.3,59.5,98.9,79.8,学习进步明显，继续努力。,优秀,一般
1093,100,4,第一学期,80.5,76.1,96.5,82.9,84.0,学习态度认真，成绩稳步提升。,优秀,一般
1094,100,5,第一学期,73.7,84.1,69.7,88.7,79.0,需要加强课堂参与度。,优秀,良好
1095,100,6,第二学期,89.6,60.4,94.9,95.1,85.0,,良好,一般
1096,100,7,第一学期,73.6,51.6,79.3,75.8,70.1,学习进步明显，继续努力。,较差,一般
1097,100,8,第二学期,81.4,95.2,84.8,81.4,85.7,课堂纪律良好，表现稳定。,良好,良好
1098,100,9,第二学期,99.4,71.2,86.2,97.5,88.6,课堂发言积极，思维活跃。,较差,优秀
1099,100,10,第二学期,70.9,81.8,54.9,79.9,71.9,课堂发言积极，思维活跃。,优秀,一般
1100,100,13,第二学期,72.8,81.3,96.5,75.4,81.5,学习态度认真，成绩稳步提升。,良好,一般
1101,101,1,第二学期,95.5,32.8,52.7,78.3,64.8,学习态度认真，成绩稳步提升。,较差,优秀
1102,101,2,第二学期,90.1,77.5,72.6,60.3,75.1,课堂表现良好，积极参与讨论。,良好,优秀
1103,101,3,第二学期,90.1,93.1,65.5,99.2,87.0,需要提高作业质量。,一般,良好
1104,101,4,第二学期,80.9,96.2,65.7,83.7,81.6,学习态度认真，成绩稳步提升。,优秀,优秀
1105,101,5,第一学期,93.9,83.1,73.1,75.9,81.5,需要加强课堂参与度。,一般,优秀
1106,101,6,第一学期,95.7,92.9,94.2,63.5,86.6,课堂发言积极，思维活跃。,良好,良好
1107,101,7,第一学期,94.4,52.2,,93.1,73.3,课堂纪律良好，表现稳定。,良好,良好
1108,101,8,第一学期,91.7,80.9,66.5,93.9,83.2,学习态度认真，成绩稳步提升。,一般,一般
1109,101,9,第一学期,86.2,54.4,55.0,63.0,64.7,需要加强课堂参与度。,一般,良好
1110,101,10,第一学期,72.3,59.7,68.1,81.3,70.3,需要提高作业质量。,一般,优秀
1111,101,13,第二学期,73.0,73.9,,96.9,74.6,,优秀,优秀
1112,102,1,第二学期,82.6,86.5,82.2,69.7,80.2,作业完成认真，值得表扬。,良好,一般
1113,102,2,第一学期,93.0,87.8,79.8,93.5,88.5,课堂纪律良好，表现稳定。,良好,一般
1114,102,3,第一学期,96.1,71.8,80.8,80.1,82.2,,一般,一般
1115,102,4,第二学期,72.0,44.9,61.1,82.1,65.0,课堂发言积极，思维活跃。,一般,优秀
1116,102,5,第一学期,84.4,99.1,92.0,92.0,91.9,课堂表现良好，积极参与讨论。,一般,优秀
1117,102,6,第二学期,83.6,88.6,69.3,98.1,84.9,学习态度认真，成绩稳步提升。,一般,良好
1118,102,7,第二学期,77.6,91.8,81.7,76.6,81.9,,良好,优秀
1119,102,8,第一学期,93.3,42.2,98.3,76.2,77.5,作业完成认真，值得表扬。,一般,一般
1120,102,9,第一学期,92.0,60.1,58.7,84.8,73.9,作业完成认真，值得表扬。,一般,良好
1121,102,10,第二学期,90.2,47.4,97.6,83.8,79.8,需要提高作业质量。,一般,优秀
1122,102,13,第一学期,77.3,95.8,58.1,70.5,75.4,需要加强课堂参与度。,良好,优秀
1123,103,1,第一学期,95.0,42.5,60.2,71.6,67.3,,较差,优秀
1124,103,2,第二学期,88.4,71.0,77.9,74.2,77.9,需要加强课堂参与度。,良好,良好
1125,103,3,第一学期,96.8,60.9,,71.1,79.0,学习态度认真，成绩稳步提升。,良好,良好
1126,103,4,第一学期,99.4,94.9,73.5,65.5,83.3,课堂发言积极，思维活跃。,一般,优秀
1127,103,5,第一学期,86.6,,64.7,62.5,67.1,课堂纪律良好，表现稳定。,优秀,良好
1128,103,6,第二学期,95.7,99.9,89.1,96.9,95.4,课堂表现良好，积极参与讨论。,良好,优秀
1129,103,7,第二学期,82.2,72.5,63.5,98.0,79.0,学习进步明显，继续努力。,良好,优秀
1130,103,8,第二学期,88.7,92.4,52.9,68.5,75.6,,良好,良好
1131,103,9,第一学期,85.2,35.4,69.9,82.3,68.2,需要加强课堂参与度。,较差,优秀
1132,103,10,第二学期,97.9,67.7,55.9,61.7,70.8,课堂表现良好，积极参与讨论。,一般,优秀
1133,103,13,第二学期,96.6,96.3,67.2,84.7,86.2,学习进步明显，继续努力。,较差,优秀
1134,104,1,第二学期,72.1,57.8,80.8,76.9,71.9,作业完成认真，值得表扬。,良好,一般
1135,104,2,第二学期,80.2,73.1,74.2,96.9,81.1,需要加强课堂参与度。,优秀,良好
1136,104,3,第二学期,94.8,97.2,,72.0,88.2,课堂发言积极，思维活跃。,较差,优秀
1137,104,4,第二学期,86.6,70.6,63.1,92.5,78.2,学习态度认真，成绩稳步提升。,良好,良好
1138,104,5,第二学期,87.2,40.6,65.1,92.0,71.2,学习态度认真，成绩稳步提升。,良好,一般
1139,104,6,第二学期,98.4,78.6,55.6,88.9,80.4,学习态度认真，成绩稳步提升。,良好,一般
1140,104,7,第一学期,79.5,96.5,61.9,91.8,82.4,学习进步明显，继续努力。,良好,优秀
